id,join_key,value,category
6446,A,681,cat1
6447,A,288,cat1
6448,A,20,cat2
6449,C,325,cat2
6450,B,984,cat2
6451,A,634,cat1
6452,A,512,cat3
6453,A,950,cat2
6454,A,172,cat2
6455,A,499,cat2
6456,A,351,cat1
6457,B,60,cat2
6458,A,563,cat3
6459,E,18,cat2
6460,A,962,cat3
6461,A,470,cat3
6462,C,677,cat2
6463,A,42,cat3
6464,A,888,cat1
6465,B,4,cat2
6466,A,371,cat1
6467,A,792,cat1
6468,A,33,cat2
6469,A,886,cat3
6470,A,444,cat1
6471,A,832,cat2
6472,B,452,cat2
6473,C,838,cat3
6474,B,414,cat1
6475,A,78,cat3
6476,A,161,cat2
6477,A,978,cat3
6478,A,296,cat1
6479,A,21,cat2
6480,A,144,cat1
6481,A,119,cat1
6482,B,468,cat3
6483,A,258,cat2
6484,G,803,cat1
6485,C,105,cat3
6486,A,36,cat2
6487,B,834,cat3
6488,A,282,cat1
6489,B,729,cat3
6490,A,283,cat3
6491,B,634,cat3
6492,B,141,cat3
6493,A,289,cat2
6494,G,548,cat1
6495,A,741,cat3
6496,H,637,cat3
6497,A,679,cat3
6498,A,33,cat1
6499,B,600,cat3
6500,A,2,cat3
6501,C,660,cat3
6502,A,314,cat3
6503,A,489,cat2
6504,A,520,cat2
6505,A,469,cat3
6506,A,227,cat2
6507,A,611,cat1
6508,B,18,cat3
6509,H,659,cat3
6510,A,531,cat2
6511,B,16,cat2
6512,B,172,cat1
6513,A,444,cat2
6514,A,579,cat2
6515,D,863,cat1
6516,A,410,cat3
6517,B,853,cat1
6518,B,905,cat1
6519,A,974,cat2
6520,A,805,cat3
6521,A,610,cat2
6522,C,154,cat3
6523,A,867,cat2
6524,E,230,cat3
6525,E,705,cat1
6526,B,868,cat1
6527,A,609,cat2
6528,A,401,cat3
6529,B,418,cat2
6530,A,194,cat3
6531,B,922,cat2
6532,D,977,cat2
6533,B,366,cat1
6534,A,715,cat1
6535,A,122,cat2
6536,A,171,cat2
6537,C,431,cat3
6538,G,812,cat1
6539,A,887,cat3
6540,B,179,cat2
6541,A,294,cat1
6542,A,60,cat3
6543,A,430,cat3
6544,B,875,cat3
6545,B,382,cat3
6546,A,171,cat2
6547,H,962,cat2
6548,A,926,cat2
6549,A,796,cat3
6550,A,518,cat1
6551,B,869,cat1
6552,A,385,cat3
6553,E,601,cat2
6554,A,70,cat3
6555,B,487,cat3
6556,A,38,cat2
6557,A,249,cat2
6558,A,397,cat1
6559,A,938,cat3
6560,B,75,cat1
6561,A,53,cat3
6562,A,304,cat2
6563,A,522,cat2
6564,A,298,cat2
6565,A,642,cat1
6566,A,240,cat1
6567,A,391,cat1
6568,A,727,cat2
6569,A,808,cat3
6570,C,629,cat2
6571,C,856,cat1
6572,A,47,cat2
6573,A,887,cat3
6574,C,804,cat2
6575,A,37,cat2
6576,A,844,cat1
6577,B,927,cat1
6578,A,979,cat2
6579,A,463,cat2
6580,A,794,cat3
6581,A,16,cat3
6582,A,628,cat2
6583,A,32,cat1
6584,C,47,cat2
6585,A,793,cat2
6586,A,347,cat1
6587,A,23,cat2
6588,A,47,cat3
6589,C,96,cat1
6590,A,774,cat1
6591,A,693,cat3
6592,B,202,cat3
6593,A,86,cat3
6594,H,836,cat1
6595,A,352,cat1
6596,A,779,cat1
6597,A,344,cat1
6598,D,267,cat2
6599,A,994,cat2
6600,A,124,cat1
6601,A,495,cat3
6602,A,368,cat1
6603,C,581,cat3
6604,C,76,cat2
6605,D,154,cat2
6606,A,497,cat2
6607,A,599,cat1
6608,A,921,cat2
6609,A,692,cat1
6610,A,479,cat2
6611,A,681,cat3
6612,B,23,cat1
6613,A,837,cat1
6614,B,479,cat1
6615,A,664,cat2
6616,A,474,cat1
6617,A,133,cat2
6618,H,417,cat1
6619,A,883,cat1
6620,A,657,cat3
6621,B,222,cat1
6622,A,41,cat2
6623,A,196,cat3
6624,A,81,cat1
6625,A,552,cat2
6626,F,225,cat2
6627,A,159,cat2
6628,E,376,cat2
6629,A,619,cat2
6630,C,69,cat3
6631,A,543,cat3
6632,F,408,cat1
6633,B,685,cat3
6634,A,266,cat1
6635,A,153,cat3
6636,A,406,cat2
6637,A,283,cat2
6638,G,156,cat1
6639,A,317,cat3
6640,A,479,cat1
6641,A,155,cat2
6642,A,686,cat3
6643,E,626,cat1
6644,A,233,cat3
6645,B,330,cat1
6646,G,646,cat3
6647,A,904,cat2
6648,A,494,cat2
6649,B,675,cat3
6650,A,18,cat3
6651,A,163,cat2
6652,C,266,cat3
6653,B,895,cat3
6654,A,868,cat3
6655,A,608,cat1
6656,D,853,cat2
6657,F,274,cat1
6658,A,80,cat3
6659,A,214,cat2
6660,A,324,cat3
6661,A,469,cat1
6662,A,180,cat3
6663,A,516,cat2
6664,B,604,cat2
6665,A,634,cat1
6666,A,846,cat3
6667,A,548,cat2
6668,A,737,cat2
6669,B,598,cat3
6670,A,792,cat3
6671,A,136,cat3
6672,B,884,cat3
6673,A,52,cat1
6674,B,316,cat2
6675,B,417,cat2
6676,C,992,cat1
6677,A,310,cat3
6678,B,858,cat3
6679,A,617,cat1
6680,A,397,cat1
6681,A,350,cat2
6682,A,340,cat1
6683,G,114,cat2
6684,G,206,cat2
6685,A,237,cat3
6686,A,411,cat1
6687,A,736,cat3
6688,B,273,cat3
6689,A,28,cat1
6690,B,937,cat1
6691,B,285,cat2
6692,A,216,cat1
6693,A,710,cat2
6694,D,74,cat1
6695,A,108,cat1
6696,A,131,cat2
6697,A,705,cat1
6698,C,504,cat2
6699,A,197,cat1
6700,A,290,cat2
6701,A,738,cat2
6702,A,38,cat2
6703,A,777,cat1
6704,A,370,cat1
6705,B,380,cat2
6706,A,752,cat1
6707,A,781,cat3
6708,A,946,cat2
6709,A,720,cat1
6710,A,291,cat2
6711,A,299,cat1
6712,A,561,cat1
6713,A,986,cat1
6714,D,732,cat3
6715,A,488,cat1
6716,C,627,cat3
6717,C,522,cat1
6718,A,493,cat1
6719,A,765,cat3
6720,A,846,cat1
6721,B,144,cat2
6722,A,667,cat1
6723,A,633,cat1
6724,B,692,cat1
6725,A,969,cat1
6726,A,694,cat3
6727,A,909,cat2
6728,B,737,cat3
6729,A,917,cat3
6730,C,340,cat1
6731,B,340,cat3
6732,A,956,cat2
6733,C,196,cat3
6734,C,62,cat2
6735,A,281,cat3
6736,A,412,cat2
6737,E,206,cat3
6738,A,996,cat3
6739,A,529,cat3
6740,B,43,cat3
6741,C,203,cat2
6742,A,240,cat2
6743,B,277,cat3
6744,A,513,cat3
6745,C,134,cat1
6746,A,722,cat3
6747,A,363,cat3
6748,E,688,cat1
6749,C,543,cat3
6750,C,955,cat1
6751,A,727,cat3
6752,A,357,cat1
6753,B,344,cat2
6754,A,952,cat2
6755,C,428,cat1
6756,B,574,cat3
6757,A,970,cat3
6758,A,653,cat3
6759,A,9,cat3
6760,B,509,cat2
6761,A,778,cat3
6762,A,61,cat3
6763,A,862,cat3
6764,A,67,cat2
6765,C,715,cat1
6766,B,387,cat3
6767,B,626,cat3
6768,C,573,cat1
6769,E,355,cat2
6770,A,752,cat1
6771,B,67,cat2
6772,B,335,cat3
6773,A,557,cat2
6774,A,55,cat3
6775,A,672,cat1
6776,B,73,cat2
6777,A,457,cat3
6778,A,690,cat3
6779,A,338,cat2
6780,C,93,cat3
6781,A,540,cat1
6782,B,974,cat3
6783,B,503,cat2
6784,A,665,cat1
6785,A,731,cat3
6786,A,417,cat2
6787,B,486,cat2
6788,B,212,cat1
6789,B,326,cat2
6790,A,184,cat1
6791,A,789,cat1
6792,F,998,cat3
6793,A,139,cat3
6794,A,450,cat1
6795,A,143,cat2
6796,B,819,cat3
6797,B,79,cat3
6798,B,484,cat2
6799,A,297,cat1
6800,B,493,cat2
6801,A,314,cat3
6802,A,461,cat3
6803,A,685,cat1
6804,A,891,cat3
6805,B,898,cat3
6806,A,492,cat2
6807,A,260,cat3
6808,A,542,cat2
6809,B,444,cat1
6810,C,952,cat1
6811,A,69,cat2
6812,F,28,cat3
6813,A,58,cat2
6814,G,775,cat2
6815,A,605,cat2
6816,B,684,cat2
6817,B,312,cat1
6818,A,654,cat1
6819,B,589,cat1
6820,A,139,cat1
6821,A,511,cat1
6822,C,177,cat1
6823,A,894,cat2
6824,E,916,cat3
6825,A,6,cat3
6826,F,896,cat2
6827,A,902,cat3
6828,A,304,cat3
6829,A,879,cat2
6830,A,92,cat3
6831,A,233,cat2
6832,A,950,cat1
6833,B,782,cat2
6834,A,947,cat3
6835,B,578,cat2
6836,A,881,cat2
6837,A,465,cat2
6838,A,591,cat2
6839,A,569,cat2
6840,A,26,cat2
6841,B,3,cat3
6842,F,280,cat1
6843,A,909,cat3
6844,D,959,cat2
6845,A,514,cat3
6846,C,850,cat2
6847,A,299,cat3
6848,A,956,cat1
6849,C,957,cat1
6850,B,821,cat1
6851,A,326,cat1
6852,A,705,cat3
6853,A,395,cat3
6854,A,548,cat1
6855,A,176,cat2
6856,A,218,cat2
6857,A,282,cat2
6858,H,937,cat3
6859,A,365,cat2
6860,A,592,cat1
6861,D,819,cat1
6862,B,582,cat3
6863,A,347,cat1
6864,A,466,cat3
6865,A,16,cat2
6866,A,463,cat2
6867,B,41,cat3
6868,A,511,cat3
6869,C,60,cat3
6870,H,249,cat1
6871,B,162,cat1
6872,D,966,cat3
6873,B,430,cat3
6874,D,318,cat1
6875,D,338,cat1
6876,A,120,cat2
6877,B,927,cat3
6878,A,880,cat2
6879,C,954,cat3
6880,A,988,cat1
6881,A,368,cat1
6882,A,392,cat3
6883,B,773,cat2
6884,B,557,cat2
6885,A,118,cat1
6886,B,143,cat2
6887,B,376,cat3
6888,A,25,cat1
6889,B,600,cat3
6890,B,966,cat2
6891,A,700,cat2
6892,A,389,cat1
6893,G,551,cat2
6894,E,812,cat2
6895,B,486,cat2
6896,A,288,cat3
6897,A,158,cat1
6898,B,115,cat3
6899,A,174,cat3
6900,B,160,cat1
6901,A,321,cat1
6902,B,806,cat1
6903,B,333,cat3
6904,B,87,cat2
6905,A,872,cat2
6906,A,44,cat2
6907,A,378,cat3
6908,C,981,cat2
6909,H,354,cat1
6910,A,651,cat2
6911,H,272,cat2
6912,A,972,cat2
6913,E,51,cat3
6914,A,523,cat1
6915,A,512,cat1
6916,A,396,cat2
6917,H,438,cat2
6918,A,558,cat3
6919,B,983,cat1
6920,B,279,cat1
6921,A,850,cat2
6922,A,453,cat1
6923,G,315,cat1
6924,C,221,cat2
6925,A,171,cat2
6926,C,590,cat2
6927,A,307,cat3
6928,B,413,cat3
6929,A,662,cat2
6930,A,311,cat1
6931,H,431,cat2
6932,C,491,cat3
6933,A,606,cat1
6934,B,376,cat3
6935,A,321,cat1
6936,A,970,cat2
6937,D,62,cat1
6938,D,1,cat1
6939,D,876,cat1
6940,E,168,cat3
6941,B,278,cat1
6942,B,687,cat3
6943,D,932,cat3
6944,A,900,cat1
6945,A,747,cat2
6946,B,524,cat3
6947,A,304,cat2
6948,C,202,cat1
6949,A,109,cat1
6950,A,423,cat1
6951,A,915,cat1
6952,F,754,cat1
6953,A,508,cat2
6954,A,319,cat1
6955,B,329,cat3
6956,C,82,cat2
6957,A,325,cat2
6958,B,751,cat2
6959,A,731,cat2
6960,A,119,cat3
6961,A,800,cat1
6962,A,762,cat1
6963,F,479,cat3
6964,B,420,cat3
6965,A,21,cat3
6966,A,211,cat1
6967,A,418,cat3
6968,A,231,cat1
6969,A,556,cat1
6970,A,225,cat1
6971,A,796,cat1
6972,B,236,cat1
6973,A,377,cat3
6974,B,511,cat1
6975,B,225,cat2
6976,A,527,cat3
6977,H,647,cat3
6978,A,572,cat2
6979,A,12,cat3
6980,B,662,cat3
6981,B,467,cat2
6982,A,848,cat3
6983,A,659,cat1
6984,B,496,cat3
6985,B,705,cat2
6986,A,819,cat1
6987,F,203,cat3
6988,A,509,cat2
6989,B,977,cat1
6990,A,595,cat2
6991,A,956,cat3
6992,B,54,cat1
6993,B,739,cat3
6994,A,335,cat1
6995,A,870,cat3
6996,A,602,cat1
6997,A,73,cat1
6998,A,256,cat3
6999,H,962,cat3
7000,E,72,cat3
7001,H,324,cat3
7002,B,162,cat2
7003,B,338,cat3
7004,C,650,cat1
7005,A,951,cat1
7006,B,365,cat3
7007,A,598,cat2
7008,A,937,cat1
7009,A,456,cat3
7010,A,56,cat1
7011,B,389,cat3
7012,A,415,cat3
7013,A,967,cat3
7014,A,268,cat2
7015,A,464,cat1
7016,A,179,cat3
7017,B,364,cat2
7018,A,700,cat1
7019,A,691,cat2
7020,A,713,cat1
7021,A,590,cat3
7022,A,611,cat1
7023,A,66,cat3
7024,A,497,cat3
7025,A,416,cat1
7026,C,369,cat2
7027,B,439,cat1
7028,A,19,cat1
7029,A,411,cat2
7030,A,910,cat2
7031,A,17,cat1
7032,A,423,cat3
7033,A,39,cat2
7034,A,923,cat2
7035,A,712,cat3
7036,C,633,cat3
7037,A,344,cat3
7038,G,40,cat3
7039,B,364,cat1
7040,A,559,cat1
7041,G,214,cat1
7042,A,816,cat1
7043,A,291,cat3
7044,A,578,cat2
7045,A,38,cat2
7046,H,866,cat1
7047,A,457,cat3
7048,A,605,cat2
7049,A,706,cat2
7050,A,294,cat1
7051,B,979,cat3
7052,A,331,cat2
7053,A,966,cat2
7054,A,379,cat3
7055,B,176,cat3
7056,C,353,cat3
7057,B,488,cat1
7058,B,808,cat3
7059,A,10,cat2
7060,A,962,cat3
7061,C,658,cat3
7062,A,14,cat3
7063,A,836,cat2
7064,B,929,cat1
7065,A,8,cat2
7066,A,486,cat1
7067,A,948,cat2
7068,B,157,cat3
7069,A,528,cat2
7070,B,586,cat3
7071,A,626,cat1
7072,C,771,cat3
7073,A,64,cat2
7074,B,70,cat3
7075,A,837,cat1
7076,B,830,cat3
7077,A,117,cat1
7078,G,30,cat3
7079,A,109,cat1
7080,A,118,cat2
7081,G,975,cat2
7082,H,196,cat3
7083,A,56,cat3
7084,A,959,cat2
7085,A,229,cat1
7086,A,101,cat3
7087,F,344,cat3
7088,A,900,cat3
7089,B,492,cat3
7090,A,834,cat3
7091,A,566,cat2
7092,A,175,cat3
7093,A,740,cat1
7094,A,586,cat1
7095,A,247,cat3
7096,E,44,cat3
7097,B,102,cat1
7098,A,765,cat1
7099,B,679,cat2
7100,A,354,cat3
7101,A,375,cat1
7102,A,44,cat3
7103,B,343,cat3
7104,C,287,cat2
7105,B,259,cat3
7106,A,659,cat2
7107,C,345,cat3
7108,G,821,cat3
7109,A,180,cat1
7110,G,195,cat1
7111,A,149,cat2
7112,A,153,cat2
7113,B,375,cat2
7114,A,412,cat1
7115,A,814,cat1
7116,H,489,cat3
7117,A,228,cat2
7118,A,732,cat3
7119,A,227,cat2
7120,A,471,cat2
7121,B,158,cat1
7122,B,544,cat1
7123,B,897,cat2
7124,B,982,cat3
7125,A,666,cat1
7126,A,116,cat2
7127,B,81,cat3
7128,B,897,cat3
7129,H,49,cat1
7130,A,27,cat1
7131,B,686,cat3
7132,B,10,cat1
7133,E,820,cat1
7134,B,410,cat2
7135,B,632,cat2
7136,A,422,cat1
7137,A,925,cat2
7138,A,249,cat2
7139,A,80,cat3
7140,A,350,cat2
7141,A,336,cat1
7142,A,356,cat1
7143,B,18,cat3
7144,B,141,cat1
7145,E,974,cat1
7146,A,7,cat1
7147,C,830,cat2
7148,A,306,cat3
7149,A,274,cat3
7150,A,48,cat1
7151,B,569,cat2
7152,B,761,cat3
7153,C,139,cat1
7154,A,490,cat3
7155,A,41,cat1
7156,A,42,cat1
7157,F,215,cat2
7158,A,697,cat2
7159,A,959,cat3
7160,A,317,cat2
7161,B,699,cat1
7162,A,158,cat3
7163,D,814,cat1
7164,A,253,cat3
7165,A,447,cat2
7166,A,672,cat1
7167,A,880,cat2
7168,A,692,cat1
7169,B,6,cat3
7170,D,794,cat3
7171,A,671,cat1
7172,D,822,cat1
7173,A,728,cat2
7174,B,995,cat2
7175,G,487,cat3
7176,A,504,cat1
7177,A,503,cat1
7178,A,404,cat3
7179,C,764,cat2
7180,H,122,cat2
7181,A,211,cat3
7182,C,355,cat2
7183,A,171,cat3
7184,A,976,cat2
7185,A,828,cat3
7186,B,553,cat3
7187,C,813,cat3
7188,A,175,cat1
7189,B,512,cat1
7190,C,89,cat3
7191,A,212,cat1
7192,A,812,cat2
7193,A,96,cat3
7194,B,988,cat3
7195,B,809,cat3
7196,A,241,cat2
7197,C,601,cat2
7198,C,213,cat3
7199,D,225,cat3
7200,A,910,cat2
7201,A,100,cat2
7202,A,759,cat3
7203,E,473,cat1
7204,A,180,cat2
7205,C,713,cat1
7206,A,150,cat2
7207,A,639,cat3
7208,B,12,cat3
7209,B,661,cat3
7210,A,925,cat3
7211,A,692,cat1
7212,A,946,cat2
7213,C,287,cat2
7214,A,190,cat1
7215,A,580,cat2
7216,C,798,cat3
7217,A,638,cat3
7218,D,573,cat3
7219,B,433,cat1
7220,B,450,cat3
7221,B,263,cat2
7222,B,558,cat1
7223,D,683,cat1
7224,A,649,cat3
7225,D,77,cat3
7226,A,879,cat2
7227,A,971,cat1
7228,A,14,cat1
7229,A,1,cat3
7230,A,71,cat1
7231,B,322,cat3
7232,A,119,cat3
7233,C,400,cat3
7234,A,469,cat3
7235,A,306,cat1
7236,E,218,cat3
7237,G,478,cat1
7238,A,959,cat1
7239,B,374,cat2
7240,B,439,cat2
7241,A,96,cat1
7242,A,378,cat3
7243,B,373,cat3
7244,A,511,cat3
7245,A,639,cat3
7246,C,576,cat2
7247,A,781,cat1
7248,A,609,cat3
7249,A,263,cat2
7250,A,174,cat2
7251,F,876,cat3
7252,A,309,cat1
7253,B,429,cat2
7254,A,725,cat2
7255,A,256,cat1
7256,A,562,cat2
7257,B,22,cat2
7258,E,527,cat3
7259,A,624,cat1
7260,E,474,cat3
7261,G,432,cat2
7262,A,38,cat1
7263,A,123,cat1
7264,A,507,cat1
7265,B,436,cat1
7266,A,578,cat3
7267,A,498,cat2
7268,A,437,cat2
7269,A,377,cat1
7270,C,847,cat1
7271,A,300,cat3
7272,B,114,cat1
7273,A,81,cat2
7274,C,83,cat1
7275,A,315,cat3
7276,A,116,cat2
7277,C,163,cat3
7278,D,142,cat2
7279,A,880,cat3
7280,B,526,cat3
7281,A,986,cat2
7282,A,940,cat1
7283,A,350,cat3
7284,A,658,cat3
7285,A,192,cat1
7286,A,353,cat3
7287,A,247,cat2
7288,A,477,cat1
7289,A,859,cat3
7290,A,776,cat3
7291,B,570,cat3
7292,A,839,cat2
7293,A,764,cat3
7294,B,16,cat3
7295,A,748,cat2
7296,D,580,cat1
7297,A,211,cat3
7298,D,743,cat2
7299,A,965,cat2
7300,B,595,cat1
7301,C,942,cat2
7302,F,759,cat3
7303,A,272,cat3
7304,A,417,cat2
7305,A,985,cat2
7306,A,54,cat2
7307,A,730,cat3
7308,A,273,cat3
7309,A,155,cat1
7310,D,462,cat1
7311,B,52,cat3
7312,A,186,cat2
7313,C,191,cat1
7314,A,279,cat3
7315,A,301,cat2
7316,B,950,cat3
7317,A,220,cat2
7318,B,515,cat3
7319,A,524,cat3
7320,B,711,cat2
7321,B,414,cat3
7322,A,982,cat2
7323,A,270,cat1
7324,G,15,cat2
7325,B,98,cat1
7326,C,602,cat3
7327,A,11,cat2
7328,C,128,cat1
7329,A,466,cat2
7330,B,183,cat2
7331,C,83,cat1
7332,A,578,cat2
7333,C,894,cat1
7334,A,671,cat1
7335,A,790,cat2
7336,B,956,cat3
7337,B,582,cat2
7338,B,871,cat1
7339,A,506,cat3
7340,B,712,cat2
7341,A,628,cat3
7342,A,96,cat3
7343,B,313,cat3
7344,B,90,cat1
7345,A,651,cat1
7346,A,716,cat2
7347,A,889,cat3
7348,A,86,cat2
7349,C,807,cat3
7350,B,277,cat2
7351,B,295,cat3
7352,A,583,cat2
7353,A,983,cat1
7354,C,625,cat3
7355,B,503,cat2
7356,A,376,cat3
7357,A,603,cat1
7358,G,66,cat3
7359,A,984,cat2
7360,A,662,cat3
7361,C,731,cat2
7362,C,573,cat3
7363,A,54,cat2
7364,A,580,cat3
7365,A,235,cat1
7366,A,572,cat2
7367,A,581,cat1
7368,A,309,cat2
7369,B,425,cat3
7370,A,981,cat1
7371,A,999,cat2
7372,A,719,cat1
7373,A,723,cat2
7374,A,554,cat3
7375,B,165,cat2
7376,F,17,cat2
7377,C,910,cat2
7378,A,641,cat2
7379,A,63,cat1
7380,A,613,cat2
7381,B,692,cat1
7382,B,920,cat2
7383,A,666,cat1
7384,A,322,cat2
7385,B,679,cat3
7386,B,365,cat1
7387,A,684,cat2
7388,A,859,cat2
7389,A,813,cat3
7390,C,774,cat3
7391,A,87,cat2
7392,B,622,cat2
7393,A,122,cat2
7394,A,180,cat1
7395,A,593,cat1
7396,A,88,cat3
7397,B,631,cat3
7398,A,345,cat2
7399,B,157,cat2
7400,A,306,cat2
7401,A,867,cat1
7402,A,861,cat2
7403,A,506,cat2
7404,H,31,cat2
7405,C,21,cat3
7406,A,680,cat1
7407,A,206,cat1
7408,C,909,cat3
7409,A,76,cat1
7410,A,503,cat2
7411,B,118,cat1
7412,A,838,cat2
7413,A,238,cat3
7414,A,437,cat3
7415,A,359,cat1
7416,A,854,cat2
7417,C,879,cat3
7418,C,819,cat2
7419,H,725,cat3
7420,B,667,cat1
7421,A,249,cat1
7422,A,461,cat3
7423,B,378,cat1
7424,A,298,cat3
7425,A,8,cat1
7426,C,356,cat2
7427,C,519,cat2
7428,A,282,cat1
7429,C,611,cat2
7430,A,49,cat1
7431,D,522,cat3
7432,A,686,cat2
7433,C,787,cat3
7434,A,735,cat2
7435,B,988,cat3
7436,A,841,cat3
7437,C,850,cat3
7438,A,951,cat2
7439,B,779,cat3
7440,A,817,cat3
7441,G,368,cat3
7442,A,724,cat3
7443,E,974,cat1
7444,A,896,cat2
7445,C,563,cat2
7446,A,430,cat2
7447,C,97,cat3
7448,A,340,cat1
7449,A,221,cat3
7450,B,454,cat3
7451,A,512,cat1
7452,C,749,cat2
7453,B,359,cat2
7454,A,587,cat2
7455,A,504,cat1
7456,F,85,cat1
7457,A,659,cat1
7458,A,695,cat2
7459,C,255,cat1
7460,B,175,cat3
7461,A,990,cat3
7462,A,532,cat2
7463,A,445,cat1
7464,A,170,cat3
7465,A,317,cat1
7466,A,738,cat2
7467,A,816,cat1
7468,A,448,cat3
7469,A,465,cat3
7470,E,588,cat2
7471,A,342,cat3
7472,A,50,cat3
7473,F,13,cat2
7474,A,514,cat2
7475,A,402,cat1
7476,A,754,cat2
7477,A,31,cat1
7478,B,486,cat2
7479,A,155,cat1
7480,A,800,cat3
7481,F,815,cat2
7482,A,337,cat3
7483,C,169,cat3
7484,D,803,cat3
7485,A,143,cat3
7486,F,818,cat3
7487,A,276,cat1
7488,A,462,cat3
7489,A,417,cat2
7490,A,293,cat2
7491,A,644,cat1
7492,A,921,cat3
7493,B,655,cat1
7494,B,166,cat1
7495,D,633,cat3
7496,A,958,cat2
7497,B,377,cat1
7498,H,391,cat1
7499,A,186,cat2
7500,F,513,cat1
7501,A,993,cat2
7502,E,131,cat1
7503,C,368,cat2
7504,A,822,cat1
7505,G,927,cat2
7506,A,105,cat3
7507,B,560,cat1
7508,B,28,cat1
7509,G,518,cat3
7510,A,389,cat2
7511,B,801,cat2
7512,C,133,cat2
7513,A,770,cat2
7514,A,356,cat1
7515,A,376,cat3
7516,C,104,cat3
7517,G,986,cat2
7518,G,168,cat2
7519,B,830,cat1
7520,A,362,cat2
7521,F,186,cat2
7522,A,767,cat3
7523,B,420,cat1
7524,A,652,cat2
7525,A,910,cat2
7526,B,634,cat3
7527,C,953,cat3
7528,A,296,cat1
7529,B,565,cat1
7530,A,675,cat2
7531,D,995,cat1
7532,A,559,cat3
7533,F,478,cat2
7534,A,201,cat1
7535,B,406,cat1
7536,B,146,cat1
7537,A,807,cat3
7538,F,432,cat2
7539,G,686,cat3
7540,E,209,cat2
7541,C,768,cat1
7542,A,63,cat3
7543,H,618,cat2
7544,A,974,cat2
7545,A,508,cat2
7546,B,911,cat1
7547,A,955,cat3
7548,H,259,cat1
7549,A,641,cat3
7550,B,177,cat2
7551,A,552,cat3
7552,A,460,cat1
7553,B,241,cat1
7554,B,954,cat2
7555,B,998,cat1
7556,A,585,cat2
7557,A,553,cat1
7558,C,674,cat2
7559,A,252,cat1
7560,G,117,cat3
7561,C,344,cat2
7562,A,795,cat2
7563,A,977,cat1
7564,A,766,cat2
7565,B,304,cat3
7566,A,23,cat2
7567,C,139,cat2
7568,A,445,cat2
7569,A,663,cat1
7570,A,813,cat3
7571,A,130,cat3
7572,A,370,cat3
7573,B,473,cat1
7574,B,107,cat1
7575,A,373,cat1
7576,B,255,cat1
7577,A,1,cat1
7578,F,241,cat3
7579,B,692,cat3
7580,C,745,cat1
7581,H,362,cat3
7582,B,613,cat1
7583,A,42,cat2
7584,A,610,cat2
7585,A,825,cat3
7586,A,4,cat1
7587,A,426,cat2
7588,A,427,cat2
7589,B,325,cat3
7590,A,309,cat1
7591,A,834,cat1
7592,A,935,cat2
7593,D,743,cat2
7594,A,20,cat1
7595,A,932,cat2
7596,A,297,cat2
7597,G,988,cat3
7598,B,376,cat3
7599,A,25,cat1
7600,A,981,cat2
7601,E,310,cat3
7602,C,276,cat3
7603,A,716,cat3
7604,A,726,cat1
7605,A,401,cat2
7606,A,636,cat1
7607,B,791,cat2
7608,C,140,cat3
7609,A,577,cat1
7610,C,256,cat2
7611,A,98,cat2
7612,A,535,cat2
7613,A,436,cat2
7614,A,932,cat1
7615,A,491,cat3
7616,G,904,cat1
7617,A,522,cat3
7618,A,957,cat1
7619,A,688,cat3
7620,E,831,cat2
7621,B,915,cat1
7622,E,278,cat1
7623,A,820,cat1
7624,A,426,cat2
7625,A,123,cat1
7626,A,83,cat3
7627,A,908,cat2
7628,A,807,cat3
7629,A,895,cat2
7630,H,634,cat3
7631,A,496,cat1
7632,A,945,cat3
7633,A,737,cat3
7634,D,179,cat3
7635,A,694,cat2
7636,G,47,cat3
7637,A,920,cat1
7638,A,895,cat3
7639,C,993,cat2
7640,B,700,cat3
7641,E,877,cat1
7642,A,688,cat1
7643,B,375,cat1
7644,A,313,cat3
7645,A,399,cat1
7646,A,768,cat1
7647,A,296,cat3
7648,A,434,cat1
7649,H,856,cat1
7650,A,903,cat2
7651,A,107,cat3
7652,B,644,cat1
7653,B,348,cat1
7654,B,567,cat3
7655,A,666,cat3
7656,A,799,cat2
7657,B,732,cat1
7658,A,854,cat3
7659,A,689,cat1
7660,A,51,cat2
7661,E,428,cat1
7662,A,613,cat3
7663,A,244,cat2
7664,B,782,cat2
7665,A,738,cat3
7666,A,597,cat1
7667,G,632,cat3
7668,A,324,cat2
7669,A,866,cat1
7670,A,887,cat1
7671,A,939,cat3
7672,A,150,cat1
7673,F,671,cat3
7674,A,436,cat2
7675,A,182,cat1
7676,A,19,cat2
7677,C,599,cat3
7678,A,256,cat2
7679,A,704,cat2
7680,A,543,cat1
7681,B,498,cat3
7682,B,380,cat3
7683,A,262,cat3
7684,B,217,cat3
7685,A,17,cat3
7686,B,162,cat3
7687,B,200,cat1
7688,C,303,cat1
7689,B,8,cat1
7690,B,33,cat1
7691,A,525,cat2
7692,A,984,cat3
7693,A,999,cat2
7694,H,742,cat3
7695,A,165,cat3
7696,A,461,cat3
7697,C,418,cat3
7698,A,17,cat3
7699,B,865,cat2
7700,B,646,cat1
7701,C,613,cat2
7702,B,287,cat3
7703,A,590,cat3
7704,A,897,cat3
7705,A,787,cat3
7706,B,288,cat1
7707,A,94,cat1
7708,H,894,cat3
7709,A,728,cat3
7710,E,527,cat2
7711,B,59,cat1
7712,A,874,cat3
7713,A,515,cat1
7714,A,944,cat1
7715,A,14,cat3
7716,B,701,cat3
